,REGMCR,EDULEV,CLETAS,QC67,QC62,QSF11,COND3,COND10,COEFF
30478,9,5,6,   ,   ,2,3,8,2523
30479,9,6,10,005,002,2,1,1,2183
30480,9,6,11,007,002,1,1,1,2183
30481,9, ,4,   ,   ,2,3,9,2183
30482,9, ,4,   ,   ,1,3,9,2183
30483,9,4,13,   ,   ,1,2,2,3764
30484,9,5,8,   ,   ,2,3,8,4436
30485,9,5,9,008,003,1,1,1,4436
30486,9, ,1,   ,   ,2,3,9,4436
30487,9,5,10,007,005,1,1,1,3404
30488,9,5,11,005,996,2,1,1,3404
30489,9,3,12,008,005,1,1,1,3566
30490,9,5,10,006,005,2,1,1,3566
30491,9, ,4,   ,   ,1,3,9,3566
30492,9,5,11,007,005,1,1,1,2302
30493,9,3,10,   ,   ,2,3,8,2302
30494,9, ,4,   ,   ,1,3,9,2302
30495,9, ,3,   ,   ,1,3,9,2302
30496,9, ,2,   ,   ,2,3,9,2302
30497,9,6,11,005,004,1,1,1,2609
30498,9,6,11,   ,   ,2,3,8,2609
30499,9,2,17,   ,   ,1,3,10,3712
30500,9,2,17,   ,   ,2,3,10,3712
30501,9,5,12,009,005,2,1,1,3339
30502,9,3,13,005,001,2,1,1,3380
30503,9,5,10,008,005,1,1,1,3380
30504,9,2,17,   ,   ,1,3,10,2270
30505,9,4,17,   ,   ,2,3,10,2270
30506,9,5,14,008,005,2,1,1,1559
30507,9,6,6,   ,   ,2,3,8,1559
30508,9,5,6,   ,   ,1,3,8,1559
30509,9,3,11,008,011,1,1,1,3121
30510,9,3,10,007,004,2,1,1,3121
30511,9, ,4,   ,   ,1,3,9,3121
30512,9,6,13,007,006,1,1,1,1570
30513,9,6,12,006,006,2,1,1,1570
30514,9,3,5,   ,   ,1,3,8,1570
30515,9, ,4,   ,   ,2,3,9,1570
30516,9,5,16,   ,   ,1,3,10,2085
30517,9,5,16,   ,   ,2,3,10,2085
30518,9,3,13,008,005,2,1,1,2371
30519,9,3,15,   ,   ,1,3,10,2371
30520,9,3,13,010,003,2,1,1,2992
30521,9,5,14,009,004,1,1,1,1634
30522,9,5,14,010,004,2,1,1,1634
30523,9,5,6,008,004,1,1,1,1634
30524,9,2,16,   ,   ,1,3,10,4087
30525,9,2,16,   ,   ,2,3,10,4087
30526,9,2,17,   ,   ,1,3,10,3208
30527,9,2,17,   ,   ,2,3,10,3208
30528,9,6,14,010,006,1,1,1,2120
30529,9,4,13,   ,   ,2,2,2,2120
30530,9,3,15,   ,   ,2,3,10,2408
30531,9,6,11,007,006,2,1,1,2868
30532,9,3,10,010,003,1,1,1,2868
30533,9,5,14,006,005,1,1,1,2206
30534,9,3,12,   ,   ,2,3,8,2206
30535,9,3,5,   ,   ,2,3,8,2206
30536,9, ,17,   ,   ,2,3,10,4990
30537,9,5,11,006,996,1,1,1,3244
30538,9,5,12,007,002,2,1,1,3244
30539,9, ,4,   ,   ,2,3,9,3244
30540,9,3,11,007,006,1,1,1,1695
30541,9,5,11,007,005,2,1,1,1695
30542,9,5,6,   ,   ,2,3,8,1695
30543,9,3,5,   ,   ,1,3,8,1695
30544,9,6,7,007,006,2,1,1,4339
30545,9,5,8,006,006,1,1,1,4339
30546,9,5,11,009,003,1,1,1,1454
30547,9,6,11,009,006,2,1,1,1454
30548,9, ,4,   ,   ,1,3,9,1454
30549,9, ,4,   ,   ,1,3,9,1454
30550,9,3,13,   ,   ,2,3,8,3070
30551,9,2,16,   ,   ,2,3,10,3591
30552,9,5,8,008,006,1,1,1,3413
30553,9,5,7,   ,   ,2,3,8,3413
30554,9, ,1,   ,   ,1,3,9,3413
30555,9,5,13,007,006,1,1,1,2917
30556,9,6,12,008,006,2,1,1,2917
30557,9,3,11,010,006,1,1,1,1983
30558,9,5,11,   ,   ,2,2,3,1983
30559,9, ,4,   ,   ,1,3,9,1983
30560,9, ,3,   ,   ,2,3,9,1983
30561,9,3,12,007,003,2,1,1,2415
30562,9,3,15,   ,   ,1,3,10,2415
30563,9,5,7,   ,   ,1,3,8,2415
30564,9,3,8,005,004,2,1,1,1775
30565,9,3,14,006,011,2,1,1,1775
30566,9, ,3,   ,   ,1,3,9,1775
30567,9,5,13,008,003,1,1,1,2257
30568,9,5,12,010,006,2,1,1,2257
30569,9,5,5,   ,   ,2,3,8,2257
30570,9,5,17,   ,   ,1,3,10,2441
30571,9,3,16,   ,   ,2,3,10,2527
30572,9,6,9,009,006,2,1,1,1518
30573,9,6,10,008,006,1,1,1,1518
30574,9, ,4,   ,   ,2,3,9,1518
30575,9, ,2,   ,   ,2,3,9,1518
30576,9,3,13,010,004,1,1,1,2381
30577,9,2,13,   ,   ,2,3,8,2381
30578,9,3,7,   ,   ,1,2,3,2381
30579,9,5,6,   ,   ,1,2,4,2381
30580,9,6,14,   ,   ,2,3,8,1786
30581,9,4,15,   ,   ,1,3,10,1786
30582,9,4,10,010,005,1,1,1,2220
30583,9, ,4,   ,   ,1,3,9,2220
30584,9,4,10,   ,   ,2,3,5,2220
30585,9,6,15,008,011,1,1,1,1758
30586,9,6,14,   ,   ,2,3,8,1758
30587,9,2,17,   ,   ,2,3,10,4117
30588,9,2,15,   ,   ,1,3,10,2973
30589,9,3,14,   ,   ,2,3,8,2973
30590,9,5,9,   ,   ,2,3,8,4680
30591,9,3,9,   ,   ,1,3,8,4680
30592,9, ,2,   ,   ,1,3,9,4680
30593,9,5,12,008,011,1,1,1,1559
30594,9,3,11,   ,   ,2,3,8,1559
30595,9,5,6,   ,   ,1,3,7,1559
30596,9,3,5,   ,   ,2,3,8,1559
30597,9, ,4,   ,   ,2,3,9,1559
30598,9,1,17,   ,   ,2,3,10,4091
30599,9,6,16,   ,   ,1,3,10,1750
30600,9,6,15,   ,   ,2,3,10,1750
30601,9,6,11,008,011,2,1,1,2146
30602,9,6,11,008,005,1,1,1,2146
30603,9,3,5,   ,   ,1,3,8,2146
30604,9, ,4,   ,   ,1,3,9,2146
30605,9,5,7,007,011,1,1,1,2329
30606,9,5,7,   ,   ,2,2,2,2329
30607,9, ,1,   ,   ,2,3,9,2329
30608,9,5,15,008,004,1,1,1,2087
30609,9,5,14,010,006,2,1,1,2087
30610,9,3,17,   ,   ,1,3,10,2186
30611,9,2,16,   ,   ,2,3,10,2186
30612,9,6,16,   ,   ,1,3,10,1946
30613,9,3,15,   ,   ,2,3,10,1946
30614,9,3,11,   ,   ,1,3,8,3034
30615,9,5,11,008,005,2,1,1,3034
30616,9,3,5,   ,   ,1,3,8,3034
30617,9, ,4,   ,   ,1,3,9,3034
30618,9,3,11,007,005,2,1,1,2951
30619,9, ,4,   ,   ,2,3,9,2951
30620,9, ,17,   ,   ,1,3,10,2747
30621,9,4,14,010,011,2,1,1,2747
30622,9,5,10,010,005,1,1,1,2041
30623,9,5,11,007,011,2,1,1,2041
30624,9,5,5,   ,   ,2,3,8,2041
30625,9, ,3,   ,   ,2,3,9,2041
30626,9,6,17,   ,   ,1,3,10,1813
30627,9,6,17,   ,   ,2,3,10,1813
30628,9,2,17,   ,   ,2,3,10,4163
30629,9,6,12,   ,   ,2,3,8,1526
30630,9,5,6,007,004,1,1,1,1526
30631,10,4,14,   ,   ,2,3,8,2263
30632,10,5,10,008,005,2,1,1,1519
30633,10, ,3,   ,   ,2,3,9,1519
30634,10,3,15,   ,   ,1,3,10,1519
30635,10,5,15,   ,   ,2,3,10,1519
30636,10, ,17,   ,   ,2,3,10,1714
30637,10,5,14,997,005,1,1,1,1714
30638,10,5,14,997,003,2,1,1,1714
30639,10,5,9,009,005,1,1,1,1714
30640,10,5,11,010,004,1,1,1,3505
30641,10,5,10,010,005,2,1,1,3505
30642,10,3,5,   ,   ,1,3,8,3505
30643,10, ,3,   ,   ,1,3,9,3505
30644,10,3,11,010,004,1,1,1,1535
30645,10,5,11,007,011,2,1,1,1535
30646,10,5,5,   ,   ,1,3,8,1535
30647,10,3,5,   ,   ,2,3,8,1535
30648,10,1,17,   ,   ,2,3,10,4071
30649,10,5,13,006,006,1,1,1,4071
30650,10,2,17,   ,   ,2,3,10,3803
30651,10,5,11,997,002,1,1,1,2627
30652,10,5,11,   ,   ,2,3,8,2627
30653,10, ,4,   ,   ,1,3,9,2627
30654,10, ,4,   ,   ,2,3,9,2627
30655,10,3,10,010,004,1,1,1,5102
30656,10,4,8,   ,   ,2,3,8,5102
30657,10, ,3,   ,   ,1,3,9,5102
30658,10,2,17,   ,   ,1,3,10,6716
30659,10,2,17,   ,   ,2,3,10,6716
30660,10,5,16,   ,   ,1,3,10,1949
30661,10,5,15,   ,   ,2,3,10,1949
30662,10,6,8,007,011,2,1,1,1949
30663,10,3,16,   ,   ,1,3,10,1722
30664,10,6,16,   ,   ,2,3,10,1722
30665,10,6,8,008,009,2,1,1,1722
30666,10,3,14,008,005,1,1,1,1999
30667,10,3,13,010,005,2,1,1,1999
30668,10,6,8,   ,   ,1,2,4,1999
30669,10,3,14,010,011,1,1,1,4456
30670,10,2,17,   ,   ,1,3,10,4650
30671,10,3,14,   ,   ,2,3,8,4650
30672,10,5,7,010,996,2,1,1,4650
30673,10,4,16,   ,   ,1,3,10,1915
30674,10,5,13,   ,   ,2,3,8,1915
30675,10,5,9,008,004,1,1,1,1915
30676,10,4,7,010,004,1,1,1,5111
30677,10, ,17,   ,   ,1,3,10,4134
30678,10,6,10,   ,   ,2,2,3,1841
30679,10,5,11,   ,   ,1,3,7,1841
30680,10, ,3,   ,   ,2,3,9,1841
30681,10, ,3,   ,   ,1,3,9,1841
30682,10,3,8,010,004,2,1,1,3049
30683,10,3,8,010,004,1,1,1,3049
30684,10, ,3,   ,   ,1,3,9,3049
30685,10,3,15,   ,   ,1,3,10,2006
30686,10,5,14,009,002,2,1,1,2006
30687,10,6,8,008,002,1,1,1,2006
30688,10,5,17,   ,   ,2,3,10,2059
30689,10,3,14,   ,   ,1,3,8,2548
30690,10,3,13,   ,   ,2,3,8,2548
30691,10,5,8,007,008,1,1,1,2548
30692,10,5,14,   ,   ,2,3,8,2956
30693,10,3,14,006,011,1,1,1,5118
30694,10,1,17,   ,   ,1,3,10,4369
30695,10,3,14,   ,   ,1,3,5,5009
30696,10,2,14,   ,   ,2,3,5,5009
30697,10,5,11,007,005,2,1,1,2803
30698,10,1,17,   ,   ,2,3,10,2355
30699,10,3,12,010,002,1,1,1,2355
30700,10,6,11,008,005,1,1,1,2739
30701,10,6,9,008,005,2,1,1,2739
30702,10, ,2,   ,   ,2,3,9,2739
30703,10, ,1,   ,   ,2,3,9,2739
30704,10,3,12,009,005,1,1,1,2033
30705,10,3,11,   ,   ,2,3,8,2033
30706,10, ,4,   ,   ,2,3,9,2033
30707,10, ,2,   ,   ,2,3,9,2033
30708,10,3,17,   ,   ,1,3,10,1778
30709,10,5,16,   ,   ,2,3,10,1778
30710,10,4,17,   ,   ,1,3,10,1797
30711,10,4,17,   ,   ,2,3,10,1797
30712,10,6,12,   ,   ,2,3,8,2188
30713,10,5,10,008,010,1,1,1,1206
30714,10,5,8,   ,   ,2,3,8,1206
30715,10, ,3,   ,   ,1,3,9,1206
30716,10, ,3,   ,   ,2,3,9,1206
30717,10, ,2,   ,   ,1,3,9,1206
30718,10,5,17,   ,   ,1,3,10,1847
30719,10,3,16,   ,   ,2,3,10,1847
30720,10,3,13,002,002,1,1,1,1187
30721,10,5,12,006,005,2,1,1,1187
30722,10,5,6,005,003,2,1,1,1187
30723,10,5,5,007,010,1,1,1,1187
30724,10,5,9,010,011,1,1,1,3270
30725,10,6,9,006,010,2,1,1,3270
30726,10, ,1,   ,   ,2,3,9,3270
30727,10,3,15,   ,   ,1,3,10,1586
30728,10,4,15,   ,   ,2,3,10,1586
30729,10,5,9,997,005,1,1,1,1586
30730,10,6,7,997,011,2,1,1,1586
30731,10, ,17,   ,   ,2,3,10,1586
30732,10,2,17,   ,   ,1,3,10,3093
30733,10,2,15,   ,   ,2,3,10,3093
30734,10,6,8,010,007,2,1,1,3093
30735,10,5,11,   ,   ,1,3,8,3093
30736,10,5,12,   ,   ,2,3,8,2453
30737,10,2,17,   ,   ,2,3,10,2738
30738,10,3,16,   ,   ,1,3,10,1480
30739,10,2,15,   ,   ,2,3,10,1480
30740,10,3,12,005,004,1,1,1,1480
30741,10,3,12,   ,   ,2,3,8,1480
30742,10,5,6,007,002,1,1,1,1480
30743,10,3,5,   ,   ,2,3,8,1480
30744,10,2,15,   ,   ,2,3,10,2922
30745,10,2,17,   ,   ,1,3,10,3673
30746,10,2,16,   ,   ,2,3,10,3673
30747,10,3,8,006,004,1,1,1,3272
30748,10,5,7,   ,   ,2,3,8,3272
30749,10,2,17,   ,   ,2,3,10,2411
30750,10,6,14,004,011,1,1,1,2411
30751,10,4,15,   ,   ,2,3,10,1328
30752,10,5,9,008,002,1,1,1,1328
30753,10,3,15,   ,   ,2,3,10,2283
30754,10,3,16,   ,   ,1,3,10,1094
30755,10,5,15,   ,   ,2,3,10,1094
30756,10,3,11,   ,   ,1,2,3,1094
30757,10,6,10,   ,   ,2,2,3,1094
30758,10, ,4,   ,   ,1,3,9,1094
30759,10, ,4,   ,   ,2,3,9,1094
30760,10,5,10,009,011,1,1,1,4055
30761,10,5,12,006,005,1,1,1,2494
30762,10,6,9,005,996,2,1,1,2494
30763,10, ,3,   ,   ,1,3,9,2494
30764,10,4,15,   ,   ,2,3,10,3425
30765,10,5,8,008,011,2,1,1,3425
30766,10,2,17,   ,   ,1,3,10,1326
30767,10,3,16,   ,   ,2,3,10,1326
30768,10,3,12,008,011,1,1,1,1326
30769,10,3,15,   ,   ,1,3,10,3149
30770,10,3,14,   ,   ,2,3,8,3149
30771,10,2,17,   ,   ,1,3,10,3317
30772,10,1,17,   ,   ,2,3,10,3317
30773,10,3,12,009,002,1,1,1,3317
30774,10,3,10,   ,   ,2,3,8,3317
30775,10,3,5,   ,   ,1,3,8,3317
30776,10,5,6,   ,   ,1,2,4,3317
30777,10,6,10,008,007,2,1,1,2062
30778,10, ,3,   ,   ,1,3,9,2062
30779,10,3,15,007,005,2,1,1,2211
30780,10,5,14,   ,   ,1,3,8,4136
30781,10,3,14,   ,   ,2,3,8,4136
30782,10,6,7,008,009,2,1,1,4136
30783,10,5,6,008,010,2,1,1,4136
30784,10,5,15,   ,   ,1,3,10,2557
30785,10,5,14,008,002,2,1,1,2557
30786,10,6,8,008,006,1,1,1,2557
30787,10,5,7,997,002,1,1,1,2557
30788,10,5,17,   ,   ,1,3,10,2532
30789,10,1,17,   ,   ,2,3,10,2532
30790,10,3,15,   ,   ,1,3,10,1512
30791,10,3,15,   ,   ,2,3,10,1512
30792,10,5,9,008,002,1,1,1,1512
30793,10,5,7,007,004,2,1,1,4513
30794,10,5,13,007,011,1,1,1,2004
30795,10,5,13,997,006,2,1,1,5572
30796,10,3,6,   ,   ,2,3,8,5572
30797,10,5,14,   ,   ,1,3,8,1704
30798,10,5,13,   ,   ,2,3,8,1704
30799,10,2,17,   ,   ,2,3,10,3074
30800,10,5,9,007,004,2,1,1,4514
30801,10,5,9,007,002,1,1,1,3318
30802,10,3,11,001,002,1,1,1,4099
30803,10,6,10,008,004,2,1,1,1551
30804,10, ,4,   ,   ,2,3,9,1551
30805,10,3,15,   ,   ,1,3,10,1551
30806,10,3,15,   ,   ,2,3,10,1551
30807,10,5,17,   ,   ,1,3,10,2834
30808,10,1,16,   ,   ,2,3,10,2834
30809,10,4,16,   ,   ,2,3,10,1793
30810,10,5,12,007,011,1,1,1,3553
30811,10,5,10,008,006,2,1,1,3553
30812,10,3,5,   ,   ,1,3,8,3553
30813,10,3,5,   ,   ,1,3,8,3553
30814,10, ,4,   ,   ,2,3,9,3553
30815,10,5,8,010,004,1,1,1,4296
30816,10,3,13,006,005,2,1,1,3073
30817,10,3,12,007,005,1,1,1,1399
30818,10,3,12,   ,   ,2,3,7,1399
30819,10,3,10,007,002,1,1,1,1518
30820,10,3,13,007,005,2,1,1,1518
30821,10,5,5,   ,   ,2,3,8,1518
30822,10,3,10,007,005,1,1,1,1410
30823,10,4,11,   ,   ,2,2,4,1410
30824,10, ,3,   ,   ,2,3,9,1410
30825,10,5,14,   ,   ,1,3,8,2254
30826,10,5,12,   ,   ,2,3,8,2254
30827,10,2,16,   ,   ,2,3,10,2464
30828,10,3,16,   ,   ,1,3,10,2200
30829,10,5,16,   ,   ,2,3,10,2200
30830,10,6,12,006,009,1,1,1,1568
30831,10,5,11,008,011,2,1,1,1568
30832,10, ,4,   ,   ,1,3,9,1568
30833,10, ,2,   ,   ,2,3,9,1568
30834,10,5,15,   ,   ,1,3,10,2689
30835,10,3,15,   ,   ,2,3,10,2689
30836,10, ,17,   ,   ,2,3,10,2518
30837,10,2,17,   ,   ,1,3,10,5164
30838,10,2,15,   ,   ,2,3,10,5164
30839,10,5,15,   ,   ,1,3,10,1923
30840,10,4,14,009,011,2,1,1,1923
30841,10,3,13,006,004,1,1,1,4222
30842,10,4,7,006,004,1,1,1,4222
30843,10,5,6,   ,   ,1,2,4,4222
30844,10,5,6,   ,   ,2,3,8,4222
30845,10,3,13,   ,   ,2,3,8,4222
30846,10,2,17,   ,   ,2,3,10,4222
30847,10,1,17,   ,   ,2,3,10,3267
30848,10,5,16,   ,   ,2,3,10,2601
30849,10,5,15,008,011,1,1,1,1489
30850,10,3,15,   ,   ,2,3,10,1489
30851,10,6,10,008,006,1,1,1,1489
30852,10,5,12,008,011,1,1,1,1708
30853,10,6,11,   ,   ,2,3,8,1708
30854,10,5,6,   ,   ,1,3,8,1708
30855,10,3,5,   ,   ,2,3,8,1708
30856,10,3,12,007,002,1,1,1,2166
30857,10,3,10,006,005,2,1,1,2166
30858,10, ,1,   ,   ,2,3,9,2166
30859,10,5,15,   ,   ,1,3,10,2311
30860,10,5,14,007,002,2,1,1,2311
30861,10,3,12,   ,   ,1,2,2,2770
30862,10,3,12,   ,   ,2,3,8,2770
30863,10,3,5,   ,   ,2,3,8,2770
30864,10,3,5,   ,   ,1,3,8,2770
30865,10,6,11,009,006,1,1,1,2093
30866,10,6,10,009,006,2,1,1,2093
30867,10, ,4,   ,   ,2,3,9,2093
30868,10, ,4,   ,   ,1,3,9,2093
30869,10,5,11,008,006,2,1,1,1850
30870,10, ,3,   ,   ,2,3,9,1850
30871,10,4,13,007,008,2,1,1,2834
30872,10,5,7,008,008,2,1,1,2834
30873,10,3,14,   ,   ,2,2,2,2754
30874,10,5,9,   ,   ,2,2,2,2754
30875,10,4,16,   ,   ,2,3,10,2273
30876,10,2,17,   ,   ,1,3,10,3484
30877,10,2,17,   ,   ,2,3,10,3484
30878,10,6,15,007,011,2,1,1,3210
30879,10,6,7,   ,   ,2,3,8,3210
30880,10,5,11,008,011,1,1,1,3124
30881,10,5,10,008,004,2,1,1,3124
30882,10, ,4,   ,   ,1,3,9,3124
30883,10,5,16,   ,   ,2,3,10,1529
30884,10,5,16,   ,   ,1,3,10,1529
30885,10,5,13,008,011,1,1,1,1457
30886,10,6,13,005,006,2,1,1,1457
30887,10,3,5,   ,   ,2,3,8,1457
30888,10,6,13,010,011,1,1,1,3128
30889,10,2,17,   ,   ,1,3,10,3098
30890,10,2,17,   ,   ,2,3,10,3098
30891,10,6,10,009,006,2,1,1,2714
30892,10,6,12,008,997,1,1,1,2714
30893,10,5,14,010,006,1,1,1,1708
30894,10,6,12,008,006,2,1,1,1708
30895,10,2,17,   ,   ,1,3,10,4356
30896,10,6,12,008,005,1,1,1,4356
30897,10,6,17,   ,   ,2,3,10,1658
30898,10,5,9,   ,   ,1,2,2,3905
30899,10,5,9,000,003,2,1,1,3905
30900,10, ,3,   ,   ,2,3,9,3905
30901,10, ,3,   ,   ,1,3,9,3905
30902,10,3,13,010,011,1,1,1,3089
30903,10,3,12,010,005,2,1,1,3089
30904,10,6,7,008,006,1,1,1,3089
30905,10,4,16,   ,   ,1,3,10,2299
30906,10,3,15,   ,   ,2,3,10,2299
30907,10,6,9,008,011,2,1,1,2711
30908,10,5,10,006,011,1,1,1,2711
30909,10, ,2,   ,   ,2,3,9,2711
30910,10, ,1,   ,   ,2,3,9,2711
30911,10,5,13,007,005,2,1,1,3384
30912,10,6,7,006,005,2,1,1,3384
30913,10,3,5,   ,   ,2,3,8,3384
30914,10,3,17,   ,   ,1,3,10,1833
30915,10,3,15,   ,   ,2,3,10,1833
30916,10,2,16,   ,   ,2,3,10,4116
30917,10,5,13,005,004,1,1,1,2929
30918,10,5,9,008,011,1,1,1,3014
30919,10,6,8,997,005,2,1,1,3014
30920,10, ,2,   ,   ,2,3,9,3014
30921,10,5,13,   ,   ,2,2,2,1715
30922,10,3,5,   ,   ,2,3,8,1715
30923,10,2,17,   ,   ,1,3,10,3810
30924,10,3,11,997,005,1,1,1,3810
30925,10,3,11,997,005,1,1,1,3810
30926,10,3,16,   ,   ,2,3,10,1980
30927,10,2,16,   ,   ,1,3,10,4341
30928,10,2,16,   ,   ,2,3,10,4341
30929,10,5,16,   ,   ,2,3,10,1812
30930,10,6,12,007,002,1,1,1,3226
30931,10,5,13,   ,   ,2,2,3,3226
30932,10,5,6,   ,   ,2,3,8,3226
30933,10,3,5,   ,   ,2,3,8,3226
30934,10,3,14,010,005,2,1,1,2523
30935,10,3,13,   ,   ,1,3,5,1691
30936,10,5,12,008,005,2,1,1,1691
30937,10,4,6,009,010,2,1,1,1691
30938,10,4,6,009,004,2,1,1,1691
30939,10,2,16,   ,   ,2,3,10,2626
30940,10,5,12,010,006,2,1,1,2195
30941,10,3,12,006,005,1,1,1,2195
30942,10,5,11,008,001,1,1,1,2599
30943,10,6,10,008,003,2,1,1,2599
30944,10, ,3,   ,   ,2,3,9,2599
30945,10, ,3,   ,   ,2,3,9,2599
30946,10,5,8,007,011,1,1,1,4088
30947,10,5,8,006,003,2,1,1,4088
30948,10, ,2,   ,   ,1,3,9,4088
30949,10,5,11,007,011,2,1,1,3077
30950,10,5,6,   ,   ,2,3,8,3077
30951,10,5,10,008,005,1,1,1,5539
30952,10,5,14,008,006,1,1,1,2046
30953,10,3,13,   ,   ,2,3,8,2046
30954,10,3,13,997,011,1,1,1,3113
30955,10,4,13,010,003,2,1,1,3113
30956,10,5,7,   ,   ,1,3,8,3113
30957,10,5,11,010,002,1,1,1,2724
30958,10,6,10,008,008,2,1,1,2841
30959,10,5,17,   ,   ,2,3,10,2841
30960,10,5,9,007,001,2,1,1,4320
30961,10,3,16,   ,   ,2,3,10,2427
30962,10,5,11,   ,   ,1,2,2,4552
30963,10,5,10,007,008,2,1,1,4552
30964,10,5,9,007,002,2,1,1,3299
30965,10,6,9,007,002,1,1,1,3299
30966,10, ,4,   ,   ,2,3,9,3299
30967,10, ,2,   ,   ,2,3,9,3299
30968,10,5,10,006,009,1,1,1,4848
30969,10,1,17,   ,   ,2,3,10,2464
30970,10,3,13,008,005,1,1,1,2464
30971,10,5,8,008,008,2,1,1,2877
30972,10,3,11,   ,   ,1,3,8,2877
30973,10,4,13,009,005,1,1,1,3385
30974,10,4,12,   ,   ,2,3,8,3385
30975,10,5,7,   ,   ,1,2,2,3385
30976,10,5,7,007,004,1,1,1,3385
30977,10,3,7,   ,   ,2,3,7,3385
30978,10,5,16,   ,   ,2,3,10,1588
30979,10,5,8,007,001,1,1,1,2367
30980,10,4,8,   ,   ,2,3,5,2367
30981,10, ,2,   ,   ,2,3,9,2367
30982,10,6,9,006,005,2,1,1,1379
30983,10,5,14,   ,   ,2,3,8,1379
30984,10, ,2,   ,   ,1,3,9,1379
30985,10,2,17,   ,   ,1,3,10,3915
30986,10,2,17,   ,   ,2,3,10,3915
30987,10,2,17,   ,   ,2,3,10,2651
30988,10,5,15,   ,   ,1,3,10,2651
30989,10,3,14,010,011,1,1,1,2363
30990,10,3,14,007,010,2,1,1,2363
30991,10,1,17,   ,   ,2,3,10,3447
30992,10,5,11,000,005,2,1,1,3447
30993,10,6,16,   ,   ,1,3,10,2093
30994,10,6,15,   ,   ,2,3,10,2093
30995,10,3,17,   ,   ,1,3,10,2620
30996,10,2,17,   ,   ,2,3,10,2620
30997,10,5,15,   ,   ,1,3,10,1837
30998,10,5,15,   ,   ,2,3,10,1837
30999,10,3,17,   ,   ,1,3,10,3073
31000,10,2,16,   ,   ,2,3,10,3073
31001,10,2,17,   ,   ,1,3,10,3141
31002,10,1,17,   ,   ,2,3,10,3141
31003,10,5,16,   ,   ,1,3,10,2109
31004,10,6,15,   ,   ,2,3,10,2109
31005,10,5,10,008,004,1,1,1,4116
31006,10,5,10,   ,   ,2,3,8,4116
31007,10, ,2,   ,   ,2,3,9,4116
31008,10,6,12,   ,   ,2,3,5,3036
31009,10,6,10,008,003,1,1,1,3036
31010,10,6,15,   ,   ,1,3,10,1426
31011,10,5,15,   ,   ,2,3,10,1426
31012,10,3,14,007,011,1,1,1,3932
31013,10,5,14,007,005,2,1,1,3932
31014,10,6,8,008,006,2,1,1,3932
31015,10,5,7,007,004,2,1,1,3932
31016,10,2,17,   ,   ,2,3,10,3102
31017,10,5,13,997,005,1,1,1,1362
31018,10,5,12,008,004,2,1,1,1362
31019,10,5,6,997,002,1,1,1,1362
31020,10,5,5,   ,   ,1,3,8,1362
31021,10, ,17,   ,   ,2,3,10,2732
31022,10,5,16,   ,   ,1,3,10,3250
31023,10,5,15,008,006,2,1,1,1989
31024,10, ,17,   ,   ,2,3,10,1989
31025,10,4,16,   ,   ,1,3,10,2688
31026,10,5,14,   ,   ,2,3,8,2688
31027,10,5,10,009,011,1,1,1,4073
31028,10,6,12,006,011,1,1,1,2311
31029,10,6,11,007,011,2,1,1,2311
31030,10,3,5,   ,   ,1,3,8,2311
31031,10,3,5,   ,   ,2,3,8,2311
31032,10,3,11,008,005,1,1,1,3748
31033,10,3,11,007,005,2,1,1,3748
31034,10,5,6,   ,   ,1,3,7,3748
31035,10,3,5,   ,   ,1,3,8,3748
31036,10,3,10,010,005,1,1,1,4112
31037,10,6,10,008,006,2,1,1,4112
31038,10, ,4,   ,   ,1,3,9,4112
31039,10, ,3,   ,   ,1,3,9,4112
31040,10,2,17,   ,   ,1,3,10,5703
31041,10,2,17,   ,   ,2,3,10,5703
31042,10,6,13,   ,   ,2,3,8,2449
31043,10,6,15,008,011,1,1,1,2449
31044,10,6,7,008,996,1,1,1,2449
31045,10,6,9,008,001,1,1,1,2371
31046,10,5,14,008,006,2,1,1,2342
31047,10,6,12,008,006,1,1,1,1791
31048,10,6,10,008,006,2,1,1,1791
31049,10, ,4,   ,   ,1,3,9,1791
31050,10, ,4,   ,   ,2,3,9,1791
31051,10,4,17,   ,   ,2,3,10,1984
31052,10,3,13,006,011,1,1,1,3099
31053,10,3,13,006,011,2,1,1,3099
31054,10,6,8,   ,   ,2,2,2,3099
31055,10,3,17,   ,   ,2,3,10,2487
31056,10,6,15,   ,   ,2,3,10,2376
31057,10,5,13,000,005,1,1,1,2044
31058,10,6,12,006,006,2,1,1,2044
31059,10,5,6,   ,   ,1,3,8,2044
31060,10,5,14,001,006,2,1,1,3276
31061,10,6,17,   ,   ,1,3,10,1325
31062,10,6,17,   ,   ,2,3,10,1325
31063,10,6,10,008,011,1,1,1,1325
31064,10,4,13,007,007,1,1,1,2234
31065,10,5,12,   ,   ,2,3,8,2234
31066,10,6,6,   ,   ,1,3,8,2234
31067,10,3,17,   ,   ,1,3,10,2202
31068,10,2,17,   ,   ,2,3,10,2202
31069,10,3,12,008,002,2,1,1,2202
31070,10,5,13,008,003,1,1,1,3091
31071,10,2,13,008,003,2,1,1,3091
31072,10,5,8,009,004,2,1,1,1728
31073,10,4,9,009,002,1,1,1,1728
31074,10,2,12,010,005,1,1,1,1407
31075,10,5,10,007,005,2,1,1,1407
31076,10,3,5,   ,   ,2,3,8,1407
31077,10, ,4,   ,   ,1,3,9,1407
31078,10, ,4,   ,   ,1,3,9,1407
