,REGMCR,EDULEV,CLETAS,QC67,QC62,QSF11,COND3,COND10,COEFF
36415,12,5,13,008,007,1,1,1,8097
36416,12,3,12,010,007,2,1,1,8097
36417,12,6,6,010,005,2,1,1,8097
36418,12,3,13,008,002,1,1,1,3309
36419,12,3,13,008,005,2,1,1,3309
36420,12,3,5,   ,   ,1,3,8,3309
36421,12,3,16,   ,   ,1,3,10,3167
36422,12,3,16,   ,   ,2,3,10,3167
36423,12,3,11,007,011,1,1,1,11702
36424,12,5,12,008,010,1,1,1,3283
36425,12,3,12,004,005,2,1,1,3283
36426,12,3,5,   ,   ,1,3,8,3283
36427,12,3,5,   ,   ,1,3,8,3283
36428,12,6,17,   ,   ,2,3,10,3301
36429,12,4,17,   ,   ,1,3,10,2615
36430,12,2,17,   ,   ,2,3,10,2615
36431,12,2,17,   ,   ,1,3,10,4201
36432,12,2,16,   ,   ,2,3,10,4201
36433,12,5,11,008,005,1,1,1,5026
36434,12,5,11,   ,   ,2,3,8,5026
36435,12,5,6,   ,   ,1,2,2,5026
36436,12,3,5,   ,   ,1,3,8,5026
36437,12,3,13,010,005,1,1,1,4577
36438,12,5,12,000,005,2,1,1,4577
36439,12,5,6,010,005,1,1,1,4577
36440,12,6,16,   ,   ,1,3,10,2860
36441,12,6,16,   ,   ,2,3,10,2860
36442,12,5,14,000,011,1,1,1,3551
36443,12,6,13,007,006,2,1,1,3551
36444,12,6,7,008,996,1,1,1,3551
36445,12,6,7,008,996,1,1,1,3551
36446,12,3,17,   ,   ,1,3,10,2467
36447,12,5,16,   ,   ,2,3,10,2467
36448,12,5,12,   ,   ,2,3,7,2467
36449,12,3,15,006,011,1,1,1,4574
36450,12,3,14,008,004,2,1,1,4574
36451,12,5,14,006,006,2,1,1,3426
36452,12,5,15,007,996,1,1,1,3426
36453,12,6,8,010,006,1,1,1,9559
36454,12,6,9,   ,   ,2,2,3,9559
36455,12, ,2,   ,   ,1,3,9,9559
36456,12,5,13,010,996,1,1,1,6213
36457,12,5,12,   ,   ,2,3,8,6213
36458,12,3,5,   ,   ,1,3,8,6213
36459,12,3,7,   ,   ,2,2,4,17166
36460,12,2,14,   ,   ,1,3,8,12102
36461,12,6,15,   ,   ,1,3,10,4308
36462,12,6,14,008,996,2,1,1,4308
36463,12,5,9,008,011,1,1,1,4308
36464,12, ,17,   ,   ,2,3,10,3470
36465,12,4,14,   ,   ,2,3,8,3470
36466,12,6,13,010,011,1,1,1,6171
36467,12,3,16,   ,   ,2,3,10,7239
36468,12,3,14,   ,   ,1,3,8,3926
36469,12,4,14,   ,   ,2,3,8,3926
36470,12,3,14,   ,   ,1,3,8,4532
36471,12,3,12,010,002,2,1,1,4532
36472,12,5,7,   ,   ,1,3,8,4532
36473,12,5,5,   ,   ,2,3,8,4532
36474,12,2,14,   ,   ,1,3,8,6930
36475,12,1,15,   ,   ,1,3,10,6930
36476,12,5,14,010,006,1,1,1,5708
36477,12,5,14,   ,   ,2,3,8,5708
36478,12,5,8,000,005,1,1,1,5708
36479,12,5,7,   ,   ,2,2,2,5708
36480,12,6,15,   ,   ,2,3,10,3129
36481,12,3,15,   ,   ,1,3,10,3562
36482,12,5,14,   ,   ,2,3,8,3562
36483,12,3,16,   ,   ,1,3,10,9087
36484,12,2,11,010,004,1,1,1,5412
36485,12,5,11,   ,   ,2,3,5,5412
36486,12,6,7,010,008,2,1,1,5412
36487,12,5,7,010,011,1,1,1,5412
36488,12, ,4,   ,   ,2,3,9,5412
36489,12,2,16,   ,   ,2,3,10,8714
36490,12,2,15,   ,   ,1,3,10,3801
36491,12,4,15,   ,   ,2,3,10,3801
36492,12,5,8,008,005,2,1,1,3801
36493,12,3,15,   ,   ,2,3,10,9011
36494,12,3,9,   ,   ,1,3,8,9011
36495,12,5,16,006,010,1,1,1,3134
36496,12,6,14,008,004,2,1,1,3134
36497,12,6,7,008,001,1,1,1,3134
36498,12,5,6,   ,   ,2,3,8,3134
36499,12,2,17,   ,   ,2,3,10,7584
36500,12,5,13,   ,   ,2,2,2,7584
36501,12,3,12,   ,   ,1,3,5,4981
36502,12,3,13,   ,   ,2,3,8,4981
36503,12,5,6,   ,   ,1,2,4,4981
36504,12,5,6,   ,   ,2,3,8,4981
36505,12,2,17,   ,   ,2,3,10,4981
36506,12,1,17,   ,   ,2,3,10,5496
36507,12,3,11,008,003,2,1,1,5496
36508,12,3,13,010,010,1,1,1,5496
36509,12,5,17,   ,   ,2,3,10,3395
36510,12,5,17,   ,   ,2,3,10,3879
36511,12,5,14,010,005,2,1,1,7533
36512,12,6,10,010,002,2,1,1,6695
36513,12, ,3,   ,   ,1,3,9,6695
36514,12,5,10,010,003,1,1,1,6695
36515,12,3,15,   ,   ,1,3,10,6350
36516,12,3,15,   ,   ,2,3,10,6350
36517,12,5,11,008,004,2,1,1,4348
36518,12,5,6,008,001,1,1,1,4348
36519,12,3,5,   ,   ,1,3,8,4348
36520,12,3,5,   ,   ,1,3,8,4348
36521,12,4,16,   ,   ,1,3,10,4477
36522,12,2,15,   ,   ,2,3,10,4477
36523,12,2,17,   ,   ,2,3,10,7125
36524,12,5,17,   ,   ,1,3,10,4043
36525,12,2,17,   ,   ,2,3,10,4043
36526,12, ,17,   ,   ,2,3,10,15261
36527,12,5,9,   ,   ,1,3,5,15261
36528,12,6,11,008,002,1,1,1,5242
36529,12,6,10,009,003,2,1,1,5242
36530,12, ,4,   ,   ,2,3,9,5242
36531,12, ,3,   ,   ,2,3,9,5242
36532,12,5,8,008,002,1,1,1,7208
36533,12,6,9,   ,   ,2,3,7,7208
36534,12, ,3,   ,   ,2,3,9,7208
36535,12, ,1,   ,   ,2,3,9,7208
36536,12,5,17,   ,   ,2,3,10,5350
36537,12,5,15,   ,   ,2,3,10,6392
36538,12,6,16,   ,   ,1,3,10,6392
36539,12,3,12,008,002,2,1,1,9393
36540,12,5,7,008,005,1,1,1,9393
36541,12,4,7,008,004,2,1,1,9393
36542,12,5,11,008,006,1,1,1,4857
36543,12,5,10,   ,   ,2,3,7,4857
36544,12,3,5,   ,   ,2,3,8,4857
36545,12, ,4,   ,   ,2,3,9,4857
36546,12, ,3,   ,   ,2,3,9,4857
36547,12,6,16,   ,   ,2,3,10,4720
36548,12,6,9,008,005,2,1,1,8294
36549,12,6,9,   ,   ,1,2,2,8294
36550,12, ,3,   ,   ,1,3,9,8294
36551,12, ,3,   ,   ,1,3,9,8294
36552,12,3,16,   ,   ,1,3,10,3920
36553,12,4,15,   ,   ,2,3,10,3920
36554,12,6,10,008,011,2,1,1,5414
36555,12,6,11,009,011,1,1,1,5414
36556,12, ,4,   ,   ,1,3,9,5414
36557,12, ,3,   ,   ,2,3,9,5414
36558,12,4,10,010,005,2,1,1,10151
36559,12,3,6,   ,   ,1,2,4,10151
36560,12,3,5,   ,   ,1,3,8,10151
36561,12,4,12,   ,   ,1,3,5,13829
36562,12,5,11,   ,   ,2,3,5,13810
36563,12,3,5,   ,   ,2,3,8,13810
36564,12,3,15,   ,   ,1,3,10,11981
36565,12,3,10,007,003,2,1,1,11981
36566,12,3,9,   ,   ,1,2,2,11981
36567,12,4,7,008,005,2,1,1,11981
36568,12,5,10,009,002,2,1,1,2883
36569,12, ,4,   ,   ,1,3,9,2883
36570,12, ,3,   ,   ,1,3,9,2883
36571,12,3,14,   ,   ,2,3,8,2883
36572,12,3,15,   ,   ,1,3,10,2883
36573,12,5,11,008,002,1,1,1,5181
36574,12,5,11,   ,   ,2,3,5,5181
36575,12,5,6,   ,   ,1,3,8,5181
36576,12,5,16,   ,   ,1,3,10,6731
36577,12, ,17,   ,   ,1,3,10,3287
36578,12,2,17,   ,   ,2,3,10,3287
36579,12,6,15,007,011,1,1,1,2684
36580,12,5,15,   ,   ,2,3,10,2684
36581,12,5,17,   ,   ,2,3,10,2807
36582,12,2,17,   ,   ,1,3,10,2990
36583,12,2,16,   ,   ,2,3,10,2990
36584,12,3,14,010,002,2,1,1,2636
36585,12,5,6,010,003,1,1,1,2636
36586,12,2,17,   ,   ,1,3,10,2636
36587,12,2,17,   ,   ,2,3,10,2636
36588,12,5,13,006,005,1,1,1,2636
36589,12,6,12,007,006,2,1,1,7214
36590,12,6,11,010,006,2,1,1,3729
36591,12, ,4,   ,   ,1,3,9,3729
36592,12,5,12,010,005,1,1,1,3317
36593,12,5,11,   ,   ,2,2,3,3317
36594,12,3,5,   ,   ,1,3,8,3317
36595,12, ,4,   ,   ,2,3,9,3317
36596,12,5,14,010,006,1,1,1,4307
36597,12,3,13,   ,   ,2,3,8,4307
36598,12,3,14,   ,   ,2,3,8,7342
36599,12,5,11,   ,   ,2,2,2,8588
36600,12,5,10,008,011,1,1,1,8588
36601,12,5,16,   ,   ,1,3,10,6144
36602,12,2,16,   ,   ,1,3,10,3554
36603,12,2,15,   ,   ,2,3,10,3554
36604,12,3,13,010,011,1,1,1,6752
36605,12,5,13,006,002,2,1,1,6752
36606,12,2,17,   ,   ,2,3,10,3950
36607,12,5,11,006,010,2,1,1,3950
36608,12,6,12,009,011,1,1,1,4732
36609,12,6,8,006,011,2,1,1,4732
36610,12, ,1,   ,   ,2,3,9,4732
36611,12,5,9,007,003,1,1,1,3897
36612,12,6,9,006,996,2,1,1,3897
36613,12, ,4,   ,   ,2,3,9,3897
36614,12, ,3,   ,   ,2,3,9,3897
36615,12,4,13,006,006,2,1,1,4628
36616,12,5,16,   ,   ,1,3,10,3603
36617,12,2,15,   ,   ,2,3,10,3603
36618,12,5,10,008,005,2,1,1,3603
36619,12,2,17,   ,   ,1,3,10,4249
36620,12,3,17,   ,   ,2,3,10,4249
36621,12,5,11,005,005,2,1,1,4154
36622,12,5,16,   ,   ,2,3,10,4154
36623,12,2,17,   ,   ,1,3,10,4669
36624,12,2,17,   ,   ,2,3,10,4669
36625,12,5,13,008,006,2,1,1,8441
36626,12,5,14,008,010,1,1,1,4622
36627,12,5,14,005,011,2,1,1,4622
36628,12, ,17,   ,   ,1,3,10,5093
36629,12,2,17,   ,   ,1,3,10,7436
36630,12,2,16,   ,   ,2,3,10,7436
36631,12,3,17,   ,   ,2,3,10,4231
36632,12,5,11,008,002,1,1,1,6913
36633,12,5,9,007,008,2,1,1,6913
36634,12, ,4,   ,   ,2,3,9,6913
36635,12, ,4,   ,   ,1,3,9,6913
36636,12,3,15,   ,   ,2,3,10,3122
36637,12,6,9,   ,   ,2,3,5,3122
36638,12,6,10,008,006,2,1,1,3122
36639,12,3,14,   ,   ,1,3,8,7351
36640,12,5,14,   ,   ,2,3,8,7351
36641,12,6,10,009,011,2,1,1,5366
36642,12,5,11,007,011,1,1,1,5366
36643,12, ,3,   ,   ,2,3,9,5366
36644,12, ,3,   ,   ,1,3,9,5366
36645,12,4,12,000,003,2,1,1,3816
36646,12,5,13,000,002,1,1,1,3816
36647,12,5,6,997,001,1,1,1,3816
36648,12, ,4,   ,   ,1,3,9,3816
36649,12,6,10,010,006,1,1,1,10480
36650,12,2,17,   ,   ,1,3,10,3988
36651,12,2,17,   ,   ,2,3,10,3988
36652,12,5,10,010,006,1,1,1,8861
36653,12,6,9,   ,   ,2,3,8,8861
36654,12, ,1,   ,   ,2,3,9,8861
36655,12,5,9,   ,   ,2,3,7,6140
36656,12,5,11,   ,   ,1,3,5,6140
36657,12, ,4,   ,   ,1,3,9,6140
36658,12, ,2,   ,   ,2,3,9,6140
36659,12,1,16,   ,   ,2,3,10,4596
36660,12,3,10,   ,   ,2,3,5,10789
36661,12,2,17,   ,   ,1,3,10,3336
36662,12,2,17,   ,   ,2,3,10,3336
36663,12,5,12,   ,   ,2,2,2,4056
36664,12,5,15,008,002,1,1,1,4056
36665,12,3,15,   ,   ,1,3,10,5908
36666,12,3,16,   ,   ,2,3,10,5908
36667,12,2,17,   ,   ,1,3,10,3066
36668,12,2,17,   ,   ,2,3,10,3066
36669,12,5,14,008,003,1,1,1,5846
36670,12,3,13,   ,   ,2,3,5,5846
36671,12,5,6,008,008,2,1,1,5846
36672,12,2,16,   ,   ,1,3,10,4498
36673,12,2,16,   ,   ,2,3,10,4498
36674,12,5,15,   ,   ,2,3,10,4721
36675,12,6,9,   ,   ,2,3,5,4721
36676,12,5,14,997,996,1,1,1,4809
36677,12,3,12,   ,   ,2,3,8,4809
36678,12,6,8,997,006,2,1,1,4809
36679,12,5,7,997,004,1,1,1,4809
36680,12,3,15,   ,   ,1,3,10,3975
36681,12,2,15,   ,   ,2,3,10,3975
36682,12,6,13,010,996,1,1,1,4195
36683,12,3,15,   ,   ,2,3,10,5537
36684,12,5,9,008,005,1,1,1,7609
36685,12,3,10,010,005,1,1,1,3535
36686,12,3,10,   ,   ,2,3,7,3535
36687,12, ,4,   ,   ,2,3,9,3535
36688,12, ,3,   ,   ,2,3,9,3535
36689,12, ,3,   ,   ,1,3,9,3535
36690,12,3,16,   ,   ,2,3,10,5848
36691,12,3,9,   ,   ,1,3,8,5848
36692,12,5,9,006,005,1,1,1,5848
36693,12,2,17,   ,   ,2,3,10,3786
36694,12,5,11,008,002,1,1,1,5306
36695,12,6,10,009,002,2,1,1,5306
36696,12, ,4,   ,   ,1,3,9,5306
36697,12, ,3,   ,   ,1,3,9,5306
36698,12,1,16,   ,   ,2,3,10,4395
36699,12,5,11,008,005,1,1,1,11486
36700,12,5,11,008,005,1,1,1,8412
36701,12,3,12,   ,   ,2,3,7,8412
36702,12,3,5,   ,   ,1,3,8,8412
36703,12,5,12,009,010,1,1,1,4229
36704,12,6,10,006,011,2,1,1,4229
36705,12, ,2,   ,   ,1,3,9,4229
36706,12, ,1,   ,   ,1,3,9,4229
36707,12,5,13,008,006,1,1,1,5186
36708,12,5,13,   ,   ,2,3,8,5186
36709,12,6,6,   ,   ,2,3,8,5186
36710,12,5,10,010,006,1,1,1,7777
36711,12,5,8,   ,   ,2,3,5,7777
36712,12, ,2,   ,   ,2,3,9,7777
36713,12, ,1,   ,   ,1,3,9,7777
36714,12,3,16,   ,   ,1,3,10,8987
36715,12,2,14,   ,   ,2,3,8,8987
36716,12,3,10,007,002,1,1,1,8987
36717,12,2,13,000,004,1,1,1,7906
36718,12,3,12,997,005,2,1,1,7906
36719,12,5,8,   ,   ,2,3,5,7906
36720,12,5,7,997,008,1,1,1,7906
36721,12,5,12,005,011,1,1,1,6684
36722,12,4,12,006,011,2,1,1,6684
36723,12,5,7,006,011,1,1,1,6684
36724,12,5,6,   ,   ,2,3,8,6684
36725,12,5,17,   ,   ,1,3,10,2518
36726,12,2,17,   ,   ,2,3,10,2518
36727,12,3,15,   ,   ,1,3,10,5871
36728,12,1,14,   ,   ,2,3,8,5871
36729,12,5,12,   ,   ,2,3,8,7359
36730,12,4,12,009,008,1,1,1,7359
36731,12,6,6,   ,   ,2,3,8,7359
36732,12,2,13,005,005,1,1,1,6793
36733,12,5,12,010,006,2,1,1,6793
36734,12,5,5,   ,   ,2,3,8,6793
36735,12,3,14,   ,   ,1,3,8,7661
36736,12,3,13,   ,   ,2,3,8,7661
36737,12,5,9,   ,   ,1,2,2,7661
36738,12,5,7,009,008,1,1,1,7661
36739,12,5,15,   ,   ,1,3,10,6032
36740,12,3,15,   ,   ,2,3,10,6032
36741,12,2,17,   ,   ,1,3,10,4852
36742,12,2,17,   ,   ,2,3,10,4852
36743,12,3,15,   ,   ,1,3,10,8398
36744,12,3,6,010,005,1,1,1,8398
36745,12,5,17,   ,   ,1,3,10,2904
36746,12,5,15,   ,   ,2,3,10,2904
36747,12,5,10,009,008,1,1,1,2904
36748,12,3,12,008,001,1,1,1,9019
36749,12,2,14,   ,   ,2,3,8,11489
36750,12,6,9,   ,   ,2,3,5,4897
36751,12,6,12,008,006,2,1,1,4897
36752,12,6,9,007,008,1,1,1,4676
36753,12,6,9,005,002,2,1,1,4676
36754,12, ,3,   ,   ,2,3,9,4676
36755,12, ,2,   ,   ,2,3,9,4676
36756,12,6,9,010,005,1,1,1,9357
36757,12,3,10,007,008,1,1,1,12918
36758,12,4,8,   ,   ,2,3,5,12918
36759,12, ,1,   ,   ,1,3,9,12918
36760,12,4,13,000,011,1,1,1,11261
36761,12,3,13,   ,   ,2,3,8,11261
36762,12,3,7,008,002,2,1,1,11261
36763,12,6,9,   ,   ,2,3,5,6160
36764,12,5,9,008,008,1,1,1,6160
36765,12, ,3,   ,   ,2,3,9,6160
36766,12,5,9,008,002,1,1,1,9814
36767,12,4,8,   ,   ,2,3,8,15496
36768,12, ,3,   ,   ,1,3,9,15496
36769,12,5,9,   ,   ,1,3,7,15496
36770,12,1,17,   ,   ,2,3,10,5911
36771,12,3,14,   ,   ,2,3,8,6280
36772,12,2,16,   ,   ,2,3,10,6076
36773,12,3,12,   ,   ,1,3,7,6076
59194,9,3,9,009,005,2,1,1,7498
59195,9,3,8,008,004,1,1,1,7498
59196,9, ,3,   ,   ,2,3,9,7498
59197,9,3,16,   ,   ,1,3,10,3049
59198,9,5,15,   ,   ,2,3,10,3049
59199,9,2,17,   ,   ,1,3,10,8813
59200,9,3,17,   ,   ,2,3,10,8813
59201,9,3,11,007,011,1,1,1,8813
59202,9,3,12,   ,   ,1,2,2,7241
59203,9,3,14,010,011,1,1,1,3509
59204,9,3,15,010,011,2,1,1,3509
59205,9,2,17,   ,   ,2,3,10,4787
59206,9,5,13,   ,   ,1,3,8,4787
59207,9,6,14,   ,   ,1,3,8,4010
59208,9,5,15,   ,   ,2,3,10,4010
59209,9,5,7,006,002,1,1,1,4010
59210,9,3,12,007,002,1,1,1,9565
59211,9,5,6,007,001,1,1,1,9565
59212,9,5,12,008,003,2,1,1,6809
59213,9,3,12,008,011,1,1,1,6809
59214,9,3,5,   ,   ,1,3,8,6809
59215,9,3,5,   ,   ,1,3,8,6809
59216,9, ,4,   ,   ,1,3,9,6809
59217,9, ,3,   ,   ,1,3,9,6809
59218,9,3,11,008,004,1,1,1,3023
59219,9,3,5,   ,   ,2,3,8,3023
59220,9, ,3,   ,   ,1,3,9,3023
59221,9, ,3,   ,   ,2,3,9,3023
59222,9,5,10,007,008,2,1,1,4329
59223,9,5,12,009,004,1,1,1,4329
59224,9, ,4,   ,   ,2,3,9,4329
59225,9,6,9,007,006,2,1,1,5614
59226,9,5,9,009,006,1,1,1,5614
59227,9, ,3,   ,   ,1,3,9,5614
59228,9, ,2,   ,   ,1,3,9,5614
59229,9,2,16,   ,   ,1,3,10,4757
59230,9,2,16,   ,   ,2,3,10,4757
59231,9,6,11,005,001,1,1,1,6121
59232,9,3,16,   ,   ,2,3,10,6121
59233,9,3,14,   ,   ,2,3,8,4758
59234,9,6,8,008,005,2,1,1,4758
59235,9,6,9,008,006,2,1,1,3851
59236,9,5,10,007,003,1,1,1,3851
59237,9, ,3,   ,   ,1,3,9,3851
59238,9, ,1,   ,   ,2,3,9,3851
59239,9,3,15,   ,   ,2,3,10,4031
59240,9,6,11,008,004,1,1,1,4113
59241,9,6,10,009,006,2,1,1,4113
59242,9, ,3,   ,   ,1,3,9,4113
59243,9, ,4,   ,   ,2,3,9,4113
59244,9,2,14,   ,   ,1,3,8,6880
59245,9,3,13,   ,   ,2,3,8,6880
59246,9,4,8,010,002,1,1,1,4909
59247,9,3,8,997,002,2,1,1,4909
59248,9, ,2,   ,   ,2,3,9,4909
59249,9, ,1,   ,   ,2,3,9,4909
59250,9,3,9,   ,   ,2,2,3,4505
59251,9, ,3,   ,   ,1,3,9,4505
59252,9,6,16,   ,   ,1,3,10,2588
59253,9,6,15,   ,   ,2,3,10,2588
59254,9,5,11,   ,   ,2,3,8,4148
59255,9,3,10,008,005,2,1,1,2602
59256,9,5,10,007,005,1,1,1,2602
59257,9, ,3,   ,   ,2,3,9,2602
59258,9, ,2,   ,   ,1,3,9,2602
59259,9,3,15,007,005,2,1,1,2602
59260,9,5,8,008,005,2,1,1,5291
59261,9,3,11,007,005,1,1,1,3911
59262,9,3,11,008,011,2,1,1,3911
59263,9,5,5,   ,   ,2,3,8,3911
59264,9,3,5,   ,   ,1,3,8,3911
59265,9,5,10,006,005,2,1,1,2562
59266,9,5,10,006,005,1,1,1,2562
59267,9,3,5,   ,   ,2,3,8,2562
59268,9, ,2,   ,   ,2,3,9,2562
59269,9,3,8,008,005,1,1,1,4967
59270,9,3,8,   ,   ,2,3,8,4967
59271,9, ,2,   ,   ,1,3,9,4967
59272,9,3,11,007,005,2,1,1,3411
59273,9,3,12,007,004,1,1,1,3411
59274,9,5,6,006,004,2,1,1,3411
59275,9,5,6,008,004,1,1,1,3411
59276,9,2,16,   ,   ,2,3,10,3411
59277,9,4,12,007,005,2,1,1,4975
59278,9,5,14,008,002,1,1,1,4975
59279,9,6,7,008,005,1,1,1,4975
59280,9,2,11,007,004,2,1,1,7729
59281,9,2,11,007,004,1,1,1,7729
59282,9,5,6,   ,   ,2,3,8,7729
59283,9,3,12,008,008,1,1,1,3482
59284,9,3,12,   ,   ,2,3,8,3482
59285,9,5,7,   ,   ,2,2,4,3482
59286,9,3,7,   ,   ,1,2,4,3482
59287,9,3,5,   ,   ,2,3,8,3482
59288,9,3,5,   ,   ,2,3,8,3482
59289,9,4,11,008,005,1,1,1,3482
59290,9,5,9,   ,   ,1,3,6,3482
59291,9,3,10,010,005,2,1,1,3237
59292,9,3,9,   ,   ,1,3,6,3237
59293,9, ,4,   ,   ,1,3,9,3237
59294,9, ,3,   ,   ,2,3,9,3237
59295,9, ,2,   ,   ,1,3,9,3237
59296,9,2,14,   ,   ,2,3,8,8982
59297,9,2,14,007,004,1,1,1,8982
59298,9,3,8,008,004,1,1,1,8982
59299,9,3,6,008,005,1,1,1,8899
59300,9,3,7,008,005,2,1,1,4006
59301,9,3,11,006,004,2,1,1,4006
59302,9,3,5,   ,   ,1,3,8,4006
59303,9,3,11,007,005,1,1,1,2413
59304,9,3,10,007,004,2,1,1,2413
59305,9,3,5,007,004,2,1,1,2413
59306,9, ,3,   ,   ,1,3,9,2413
59307,9, ,2,   ,   ,1,3,9,2413
59308,9,3,10,   ,   ,1,2,2,4294
59309,9,3,9,   ,   ,2,3,8,4294
59310,9, ,3,   ,   ,1,3,9,4294
59311,9,3,8,006,002,1,1,1,2535
59312,9,3,7,   ,   ,2,3,8,2535
59313,9, ,2,   ,   ,2,3,9,2535
59314,9, ,1,   ,   ,1,3,9,2535
59315,9,4,12,006,005,1,1,1,3807
59316,9,3,12,007,004,2,1,1,3807
59317,9, ,4,   ,   ,2,3,9,3807
59318,9,6,16,   ,   ,1,3,10,2828
59319,9,3,12,008,005,1,1,1,4101
59320,9,3,12,008,005,2,1,1,4101
59321,9, ,4,   ,   ,1,3,9,4101
59322,9,3,13,010,006,1,1,1,7601
59323,9,3,12,008,007,2,1,1,7601
59324,9,3,7,010,005,1,1,1,7601
59325,9, ,4,   ,   ,2,3,9,7601
59326,9,6,10,008,011,2,1,1,4174
59327,9,2,17,   ,   ,1,3,10,8369
59328,9,2,16,   ,   ,2,3,10,8369
59329,9,3,13,010,005,1,1,1,4818
59330,9,5,12,006,005,2,1,1,4818
59331,9,3,6,008,008,1,1,1,4818
59332,9,3,5,   ,   ,2,3,8,4818
59333,9,2,17,   ,   ,1,3,10,4421
59334,9,2,17,   ,   ,2,3,10,4421
59335,9,5,11,008,005,2,1,1,4421
59336,9,2,17,   ,   ,2,3,10,4941
59337,9,2,17,   ,   ,1,3,10,4941
59338,9,3,14,006,008,2,1,1,2304
59339,9,3,7,006,008,2,1,1,2304
59340,9,5,6,010,007,1,1,1,2304
59341,9,3,5,   ,   ,2,3,8,2304
59342,9,3,17,   ,   ,1,3,10,4050
59343,9,2,17,   ,   ,2,3,10,4050
59344,9,3,12,007,003,2,1,1,10981
59345,9,3,13,006,002,1,1,1,10981
59346,9,5,6,007,005,1,1,1,10981
59347,9,3,5,   ,   ,1,3,8,10981
59348,9,2,16,   ,   ,1,3,10,2299
59349,9,3,17,   ,   ,2,3,10,2299
59350,9,3,17,   ,   ,1,3,10,6441
59351,9,6,15,   ,   ,1,3,10,2006
59352,9,5,14,   ,   ,2,3,8,2006
59353,9,5,6,   ,   ,2,3,8,2006
59354,9,2,16,   ,   ,1,3,10,3268
59355,9,2,15,   ,   ,1,3,10,3268
59356,9, ,17,   ,   ,2,3,10,4234
59357,9,2,15,007,011,1,1,1,4597
59358,9,2,14,   ,   ,2,3,8,4597
59359,9,4,16,008,005,1,1,1,2650
59360,9,5,14,   ,   ,2,3,8,2650
59361,9,4,13,009,002,1,1,1,4845
59362,9,3,13,   ,   ,2,3,8,4845
59363,9,6,7,008,011,1,1,1,4845
59364,9,2,17,   ,   ,2,3,10,4845
59365,9,3,14,   ,   ,1,3,8,2858
59366,9,4,14,009,005,2,1,1,2858
59367,9,6,7,008,004,2,1,1,2858
59368,9,5,6,005,009,1,1,1,2858
59369,9,2,12,   ,   ,2,3,8,7746
59370,9,2,13,010,005,1,1,1,7746
59371,9,5,7,   ,   ,2,3,8,7746
59372,9,2,16,   ,   ,1,3,10,2494
59373,9,3,15,   ,   ,2,3,10,2494
59374,9,3,12,009,005,1,1,1,2494
59375,9, ,3,   ,   ,1,3,9,2494
59376,9,2,17,   ,   ,2,3,10,3205
59377,9,5,16,   ,   ,1,3,10,2461
59378,9,5,16,   ,   ,2,3,10,2461
59379,9,3,16,   ,   ,1,3,10,2110
59380,9,5,16,   ,   ,2,3,10,2110
59381,9,5,9,007,008,1,1,1,2110
59382,9,5,8,008,005,2,1,1,2110
59383,9,3,15,   ,   ,1,3,10,2735
59384,9,2,15,   ,   ,2,3,10,2735
59385,9,3,15,008,011,2,1,1,3242
59386,9,6,14,008,011,2,1,1,3863
59387,9,3,12,005,011,1,1,1,2750
59388,9,6,11,008,011,2,1,1,2750
59389,9, ,4,   ,   ,1,3,9,2750
59390,9,5,14,008,011,1,1,1,2639
59391,9,6,13,009,006,2,1,1,2639
59392,9,6,7,009,002,2,1,1,2639
59393,9,3,16,   ,   ,1,3,10,2320
59394,9,5,14,009,003,2,1,1,2320
59395,9,5,10,   ,   ,2,2,2,2320
59396,9,3,5,   ,   ,2,3,8,2320
59397,9,3,13,   ,   ,1,3,8,2511
59398,9,4,13,   ,   ,2,3,8,2511
59399,9,5,7,007,005,2,1,1,2511
59400,9,5,6,007,005,2,1,1,2511
59401,9,3,16,   ,   ,1,3,10,2317
59402,9,2,17,   ,   ,2,3,10,2317
59403,9,3,10,009,011,2,1,1,5836
59404,9,5,10,009,001,1,1,1,5836
59405,9, ,3,   ,   ,2,3,9,5836
59406,9,2,16,   ,   ,2,3,10,3895
59407,9,3,11,009,010,2,1,1,3895
59408,9,6,9,007,006,2,1,1,2781
59409,9,6,10,008,005,1,1,1,2781
59410,9, ,2,   ,   ,2,3,9,2781
59411,9, ,1,   ,   ,2,3,9,2781
59412,9,3,14,010,004,2,1,1,2712
59413,9,6,7,   ,   ,2,3,8,2712
59414,9,3,15,   ,   ,1,3,10,3031
59415,9,6,11,009,011,1,1,1,3599
59416,9,5,10,008,003,2,1,1,3599
59417,9, ,3,   ,   ,2,3,9,3599
59418,9, ,2,   ,   ,1,3,9,3599
59419,9,6,12,006,006,2,1,1,4891
59420,9,3,15,   ,   ,1,3,10,2229
59421,9,3,15,   ,   ,2,3,10,2229
59422,9,5,11,   ,   ,1,3,8,8745
59423,9,5,13,   ,   ,1,3,7,5464
59424,9,5,15,   ,   ,2,3,10,3463
59425,9,2,16,   ,   ,2,3,10,4785
59426,9,6,11,007,006,2,1,1,2921
59427,9,5,12,008,002,1,1,1,2921
59428,9, ,3,   ,   ,1,3,9,2921
59429,9,5,15,   ,   ,2,3,10,3495
59430,9,5,14,008,011,1,1,1,3495
59431,9,5,7,008,011,1,1,1,3495
59432,9,6,8,007,001,1,1,1,6914
59433,9,6,13,001,004,1,1,1,3458
59434,9,3,11,006,008,2,1,1,3458
59435,9,5,6,008,005,1,1,1,3458
